TOTAL VALUE,TAX,LOT SQFT,GROSS AREA,LIVING AREA,FLOORS,ROOMS,BEDROOMS,FULL BATH,HALF BATH,KITCHEN,FIREPLACE
671.9,8452,7820,4169,2374,2,9,5,2,1,1,1
342.7,4311,5500,3384,1456,1,6,2,1,0,1,1
705.4,8873,26825,8037,3527,2,9,4,2,1,1,1
348.3,4381,3762,2184,1344,2,7,3,1,1,1,0
446.2,5613,7867,2461,2004,1,8,4,1,1,1,1
445.7,5606,6765,2356,1361,2,7,3,1,1,1,1
390.4,4911,6592,2592,1530,1.5,7,3,1,0,1,1
449.4,5653,5760,3923,2184,2,7,4,1,1,1,1
342.4,4307,5235,2548,1372,1.5,9,4,2,0,1,0
368.9,4640,5185,2646,1698,2,6,3,1,0,1,0
343,4314,4875,2444,1439,2,7,4,1,1,1,0
448,5635,7400,4108,2329,2,8,4,1,1,1,1
475.3,5979,10000,4140,2490,2,10,4,2,1,1,0
364,4579,5535,2702,1414,1.5,6,3,1,2,1,1
474.1,5964,9030,3541,2060,2,9,4,1,1,1,0
326.8,4111,3975,2585,1444,2,8,3,1,1,1,0
456.8,5746,4487,4021,1980,2,9,4,1,1,1,1
359.8,4526,3850,2355,1379,2,7,3,1,1,1,1
347.8,4375,9072,1742,1298,2,7,4,2,0,1,0
399.2,5021,6215,2402,1323,2,6,3,1,1,1,2
417.7,5254,7330,2712,1590,2,7,4,1,1,1,1
567.9,7144,12080,3939,2265,2,12,5,2,1,1,1
422.1,5310,2466,3631,1712,1,7,2,1,1,1,1
300.4,3779,5500,2164,1040,1,5,2,1,0,1,1
459.1,5775,10000,3595,2174,2,9,4,1,1,1,0
353.2,4443,6856,2733,1414,1.5,6,3,1,1,1,1
548.1,6895,10500,3591,2193,2,8,4,1,1,1,1
415.8,5230,6329,2956,1393,1,7,3,3,0,1,1
574.4,7225,10720,4282,2361,2,8,4,2,0,1,0
328.9,4137,3712,2459,1425,2,6,3,1,1,1,1
309.6,3894,5810,1750,1078,2,5,2,1,1,1,0
339,4264,5050,2748,1414,1.5,6,2,1,1,1,1
526.3,6620,10000,4392,2806,2.5,11,5,2,0,1,1
478.2,6015,6980,4144,2213,2,9,4,3,0,1,1
363.5,4572,4400,2189,1058,1,8,4,1,1,1,2
458.8,5771,5500,3584,2016,2,10,3,1,1,1,1
433.2,5449,6728,3616,2032,2,8,3,1,1,1,1
432.6,5442,8830,3068,2130,2,8,4,1,1,1,0
484.3,6092,10569,4653,2412,2,8,3,1,1,1,1
511.3,6432,13950,4173,2278,2,9,5,2,0,1,1
336.3,4230,4900,2597,1568,2,7,3,1,0,1,0
400.9,5043,6100,3934,2205,2,8,3,1,1,1,0
417.3,5249,7610,3068,1290,1,5,2,1,2,1,2
367,4616,5500,3212,1456,1,9,3,2,1,1,1
332.4,4181,6375,2130,1372,2,7,3,1,0,1,0
442.3,5564,3750,2754,1859,2,8,3,2,0,1,1
433.8,5457,5516,4380,2442,2,8,5,2,0,1,0
357.6,4498,6750,2431,1536,2,7,3,1,1,1,1
394,4956,8979,3123,1904,2,8,4,2,0,1,0
337.1,4240,3687,2247,1349,2,8,3,1,1,1,1
314.9,3961,5714,1750,1078,2,5,3,1,1,1,0
446.3,5614,7178,4038,2164,2,9,6,1,1,1,1
313,3937,4534,2250,900,1,5,2,1,0,1,0
480.4,6043,5201,3544,1920,2,7,4,1,1,1,1
386.7,4864,5962,3329,1661,2,6,2,1,0,1,0
307.5,3868,5036,2393,1160,1,5,3,1,0,1,1
645.7,8122,10569,4760,2933,2,11,5,3,0,1,1
370,4654,6065,3100,1942,2,7,3,1,0,1,0
354.6,4460,3936,2712,1272,1,6,3,1,1,1,1
348.7,4386,5643,2697,1459,1.5,6,2,1,1,1,1
356.9,4489,5500,2376,1365,2,8,3,1,0,1,1
362.1,4555,6999,2888,1556,2,8,4,1,1,1,1
330.5,4157,6163,2520,1260,1,6,2,1,0,1,1
444.6,5593,6375,3799,1926,2,9,5,1,1,1,0
286.9,3609,3338,2328,1090,1,5,3,1,0,1,1
304.4,3829,3662,2400,1400,2,7,3,1,0,1,0
465.7,5858,7250,4753,2319,2,9,4,2,1,1,0
409.6,5152,5139,3354,1960,1.5,8,4,1,1,1,1
523.1,6580,10708,4418,2257,2,9,3,2,1,1,1
614.6,7731,7975,3680,2024,2,7,4,2,1,1,1
386.8,4865,4725,2620,1632,2,7,3,1,1,1,1
560.2,7047,15690,5052,2780,2,11,6,2,0,1,1
427.1,5372,5351,3292,1843,2,8,4,1,1,1,1
374.7,4713,3800,2779,1585,2,8,3,1,0,1,0
381,4792,5500,3159,1769,2,7,4,1,1,1,1
308.9,3885,6000,2148,1064,1,5,2,1,0,1,1
590.2,7424,8637,5242,2246,1,7,2,1,1,1,2
333.4,4194,4412,2551,1404,2,6,3,1,0,1,0
311.4,3917,5304,2379,1189,1,6,3,1,1,1,1
336.7,4235,3700,2304,1120,1,6,3,1,1,1,0
649.6,8171,19015,3575,2921,2,9,5,3,1,1,3
453.5,5705,6375,3288,1917,2,7,6,1,1,1,0
376.4,4735,7293,2749,1553,2,8,4,1,1,1,0
343,4314,3637,2332,1464,2,7,3,1,1,1,0
366.5,4610,6041,2486,1148,1,6,2,1,0,1,1
454.5,5717,10405,3684,1956,2,8,3,1,1,1,1
376.4,4735,6045,2250,1360,2,7,3,1,1,1,1
386.1,4857,5718,2382,1406,2,7,4,2,0,1,0
413.9,5206,7875,4203,2408,2,8,4,2,0,1,0
460.1,5788,9716,3428,2036,2,9,4,1,1,1,0
713.3,8973,10150,5977,3393,2,10,7,2,2,1,1
375.9,4728,7325,2319,1541,2,7,3,1,0,1,1
730.1,9184,8631,5722,3250,2,12,5,2,1,1,2
493.68,6210,5500,3731,2344,2,7,3,2,1,1,1
599.7,7544,8040,5406,3112,2,12,4,1,1,1,1
420.1,5284,5554,3004,1488,2,6,3,1,1,1,1
488,6139,4479,4023,2324,2,9,3,1,1,1,1
571.4,7188,6375,3576,1946,2,7,5,2,1,1,1
349.5,4396,4779,2680,1414,1.5,6,3,1,1,1,1
300.4,3779,5000,1976,988,1,5,3,1,1,1,1
342.1,4303,3612,2674,1576,2,6,3,1,1,1,1
382.7,4814,7154,3053,1622,2,8,3,1,1,1,0
533.7,6713,11714,3305,2041,1.5,7,3,1,1,1,0
366.2,4606,4205,2396,1472,2,7,4,1,0,1,1
385.6,4850,5682,4368,2039,1,9,4,2,0,1,0
321.3,4041,6300,2594,1237,1,5,2,1,1,1,1
537.4,6760,5261,5301,2773,2,9,4,1,1,1,1
269.2,3386,3800,1956,936,1,5,2,1,0,1,0
457.6,5756,4622,4100,2303,2,7,3,2,1,1,2
386.1,4857,5500,3410,1383,1,9,4,2,0,1,1
414.5,5214,8125,3054,1988,2,6,3,1,0,1,1
449.9,5659,7740,2950,1700,2,7,3,2,2,1,1
396.2,4984,4350,2605,1464,2,7,3,1,0,1,1
511.6,6435,9643,4246,2485,2,9,5,2,0,1,1
534.2,6720,11700,4521,2642,2,10,4,1,1,1,1
416.3,5237,6375,4478,2588,2,11,5,1,0,1,0
390.4,4911,9503,2518,1258,1.5,6,3,2,0,1,1
295.8,3721,3662,1900,925,1,5,2,1,0,1,0
439.5,5528,7471,3566,2166,2,6,4,2,0,1,0
339.1,4265,6250,2628,1516,2,6,2,1,1,1,0
553.8,6966,9126,3570,2122,2,8,3,1,1,1,2
310.5,3906,5000,2148,936,1,4,2,1,0,1,1
455.1,5725,10498,2848,1776,2,8,3,2,0,1,0
470.9,5923,12606,4031,2070,2,9,4,1,1,1,1
545.1,6857,10416,4510,2840,2,8,4,1,1,1,1
359.9,4527,4524,2567,1664,2,8,4,1,1,1,0
261.7,3292,3800,2112,1056,1,5,2,1,0,1,1
618.4,7779,10167,4928,2821,2,9,5,2,1,1,1
422.5,5315,8400,3072,1946,2,7,4,1,0,1,0
375,4717,6100,3066,1871,2,7,4,1,1,1,1
318,4000,5500,3056,1383,1,5,2,1,0,1,0
383.3,4821,4650,3090,1632,2,8,4,2,1,1,1
319.1,4014,6375,2014,1271,2,6,3,1,1,1,0
328.4,4131,6375,2592,1387,1.5,6,2,2,1,1,1
336.4,4231,2691,3069,1733,2,8,4,1,1,1,0
577.1,7259,5244,3899,2298,2,9,4,1,1,1,1
411,5170,5369,2525,1550,2,6,3,1,0,1,2
300.8,3784,3800,2028,912,1,5,3,1,0,1,1
267.5,3365,4068,2060,988,1,5,2,1,1,1,0
434.2,5462,12198,2812,1760,2,7,4,2,0,1,0
624.5,7856,10085,5975,3355,2,10,3,2,1,1,2
313.3,3941,5120,3066,1416,1,6,3,1,0,1,1
439.1,5523,6250,4213,2477,2,10,3,1,1,1,1
322.3,4054,4794,2647,1414,1.5,5,2,1,1,1,1
349.2,4392,6293,2594,1297,1,6,3,1,0,1,0
624.9,7861,11700,3807,2220,2,7,3,1,1,1,1
565.4,7112,9951,3977,2534,2,8,4,2,1,1,2
361.8,4551,3680,3044,1762,2,9,3,1,1,1,0
353.6,4448,3800,3326,1492,1,6,3,1,0,1,1
377.6,4750,4950,2413,1550,2,6,2,1,0,1,1
369.5,4648,5500,2820,1503,1.5,7,4,2,0,1,1
475.3,5979,8705,2862,1798,2,7,4,1,1,1,1
384,4830,6375,2802,1794,2,7,3,1,1,1,0
485.1,6102,7981,4538,2481,2,9,3,3,1,1,1
676.2,8506,11354,4740,2670,2,10,5,3,1,1,1
264.5,3327,3800,2084,1000,1,5,2,1,0,1,1
361.2,4543,5275,3136,1395,1,7,3,1,1,1,1
380.1,4781,6145,2493,1402,2,7,3,1,1,1,1
340.4,4282,3120,2320,1364,2,7,3,1,0,1,0
741.9,9333,7589,4856,3245,1.5,10,5,3,1,1,2
286.3,3601,4406,1968,950,1,5,2,1,0,1,0
385.4,4848,7906,2232,1056,1,5,2,1,0,1,1
418.4,5263,5756,2384,1500,2,8,4,1,0,1,0
363.1,4567,6080,2752,1461,1.5,6,2,1,1,1,1
386.8,4865,3800,3901,1607,1,8,4,1,1,1,1
386.6,4863,3770,3162,1752,2,7,4,1,1,1,0
365.8,4601,4000,3092,1698,2,8,3,1,1,1,0
372.7,4688,5400,2409,1550,2,6,3,1,0,1,0
482.8,6073,5096,4724,2674,2,8,4,1,1,1,1
397.2,4996,14230,2079,1014,1,6,2,1,1,1,1
279.8,3519,3512,1724,792,1,6,3,1,1,1,1
300.4,3779,5500,2090,950,1,5,2,1,0,1,1
338.7,4260,6375,3212,1383,1,6,3,1,0,1,1
370.1,4655,5000,2408,1314,2,8,3,1,1,1,1
356.6,4486,2755,2694,1710,2,6,3,1,1,1,0
343.5,4321,4556,3139,1680,1.5,6,3,2,0,1,1
398.5,5013,5244,2554,1585,2,9,3,1,1,1,0
721.6,9077,5505,5806,3626,2,14,7,3,1,1,2
535,6730,5732,3818,2113,2,9,5,1,0,1,1
555.9,6993,10731,4256,2371,2,9,5,2,1,1,1
397,4994,6000,2474,1514,2,7,3,1,1,1,2
396.7,4990,4950,2832,1752,2,8,3,2,1,1,1
293.1,3687,6000,1934,1050,1,5,2,1,0,1,1
375,4717,6159,2816,1705,2,9,5,1,0,1,0
387.8,4878,7500,2796,1648,2,7,3,1,1,1,1
401.3,5048,6457,2488,1581,2,6,3,1,1,1,1
562.9,7081,8960,4792,2767,2,8,5,2,2,1,2
338.1,4253,4651,2628,1600,2,6,3,1,1,1,0
344.5,4333,5398,3166,1428,1,5,2,1,0,1,0
409.2,5147,5500,2593,1565,2,6,3,2,1,1,1
292.6,3680,6000,2292,1146,1,5,2,1,0,1,1
468.4,5892,12190,2984,1908,2,9,4,2,0,1,1
402.8,5067,3290,3636,1971,2,8,4,1,0,1,1
355.9,4477,9500,2597,1542,2,7,3,1,0,1,1
364.9,4590,2614,3580,2090,2,7,3,1,1,1,0
388.3,4884,11690,2240,988,1,5,2,1,1,1,1
383.1,4819,6000,2850,1639,2,7,3,2,1,1,1
580.6,7303,12642,5494,3015,2,9,5,2,0,1,0
384.2,4833,4019,3757,2007,2,10,4,2,1,1,0
491.9,6188,8950,3112,1872,2,6,2,1,1,1,0
405.6,5102,4780,3262,1937,2,8,5,1,0,1,1
325.7,4097,4848,2210,1351,2,7,3,1,1,1,1
454.8,5721,5500,3308,1850,2,7,3,1,2,1,0
559.5,7038,9008,5121,2927,2,10,4,2,0,1,1
386.4,4860,6250,3499,1859,2,7,4,1,0,1,0
683.1,8593,11550,4989,3245,2.5,9,4,3,1,1,2
367.3,4620,5000,2518,1458,2,7,3,1,1,1,1
341.3,4293,4305,2264,1380,2,6,3,1,0,1,0
447,5623,6637,3308,2050,2,8,4,2,1,1,1
363,4566,5370,1986,1274,2,6,3,1,0,1,1
500.6,6297,5305,6304,3331,2,8,4,1,1,1,3
582.9,7332,9080,4298,2514,2,8,4,3,1,1,1
375.2,4720,5008,3100,1404,1,7,2,1,0,1,1
396.6,4989,5500,3551,1918,2,7,4,1,1,1,1
566.3,7124,6375,4142,2548,2.5,9,4,2,1,1,0
329.1,4140,4524,3389,1533,1,7,3,1,0,1,1
349.4,4395,5500,2835,1544,1.5,6,2,1,1,1,1
513,6453,10510,4580,2567,2,10,5,1,1,1,1
342,4302,6110,2612,1322,1.5,6,3,2,0,1,1
304.2,3826,5469,2001,950,1,6,2,1,0,1,1
306.5,3855,3550,1833,1152,2,6,3,1,0,1,0
340.4,4282,4394,2484,1500,2,7,4,1,1,1,0
477.1,6001,6375,4033,2522,2,8,3,1,1,1,2
394.1,4957,6308,3044,1810,2,8,2,1,1,1,0
350.4,4408,5500,2200,1328,2,7,3,1,0,1,1
346.4,4357,6265,3369,1399,1,7,4,1,0,1,0
295.4,3716,4000,2182,912,1,5,2,1,0,1,1
304.1,3825,5163,2052,974,1,5,2,1,1,1,1
437.8,5507,9250,3509,1884,2,7,4,1,0,1,0
531.7,6688,8280,4979,3039,2,9,3,2,0,1,2
405.6,5102,6831,3152,1568,2,9,4,2,0,2,1
537.6,6763,9904,5074,2860,2,10,6,1,1,1,0
486.9,6125,6700,4906,2774,2,9,4,2,1,1,1
595.2,7487,9425,4455,2838,2.5,10,6,2,1,1,1
323.3,4067,4000,3050,1550,1.5,6,3,1,1,1,0
354.2,4455,6349,3556,1904,1.5,8,3,1,1,1,1
350.2,4405,5469,2927,1615,1.5,7,4,2,0,1,0
437,5497,5097,4142,2337,2,9,4,2,1,1,1
485.7,6110,11204,4749,2625,2,10,5,2,1,1,0
402.6,5064,6375,2611,1710,2,7,3,1,1,1,0
281.6,3542,4000,1954,912,1,5,2,1,0,1,0
740.6,9316,16576,7187,4288,2,14,8,3,0,1,2
350.3,4406,5500,2612,1586,2,7,3,1,0,1,1
329.3,4142,6258,2577,1082,1,6,2,1,0,1,1
377.6,4750,4345,2772,1758,2,8,4,1,1,1,0
419.1,5272,5202,3983,1529,1,8,4,1,1,1,1
459.9,5785,5942,3653,2294,2,9,5,2,0,1,0
464.3,5840,6353,3720,1792,2,6,3,1,1,1,1
511.2,6430,5888,4298,2370,2,7,3,1,0,1,1
462.2,5814,6625,4074,2349,2,13,6,1,2,1,0
607.2,7638,9625,4426,2684,2.5,9,6,1,1,1,1
271.1,3410,4000,1898,912,1,5,2,1,0,1,0
296.8,3733,5000,1996,828,1,4,2,1,0,1,1
333.7,4197,5469,2948,1330,1,8,3,1,0,2,1
532.9,6703,7150,5164,2989,2,10,5,2,1,1,1
606.4,7628,13830,3927,2344,2,7,3,2,1,1,1
354.4,4458,4594,2740,1527,2,6,3,1,0,1,0
350.1,4404,4000,3026,1658,1.5,8,3,2,1,1,0
361,4541,5500,2253,1350,2,6,3,1,1,1,1
327.1,4114,6128,3119,1420,1,6,3,1,0,1,0
562.5,7076,4800,5232,3153,2,8,3,2,1,1,1
387.7,4877,6251,2040,1296,2,5,3,1,1,1,1
500.6,6297,6480,4328,2502,2,8,5,2,0,1,1
385.6,4850,6625,2938,1900,2,6,3,1,0,1,0
331.2,4166,5465,3141,1420,1,5,2,1,0,1,1
663.1,8341,9825,5804,2854,2.5,10,6,3,1,1,1
527.8,6639,7169,3835,2290,2,7,4,2,1,1,1
270.7,3405,4000,1890,888,1,5,2,1,0,1,1
493.6,6209,4397,4055,2566,2,9,5,2,1,1,0
312.5,3931,4806,2738,1314,1.5,6,3,1,0,1,0
396.9,4993,7382,2686,1599,2,7,3,1,1,1,1
554.9,6980,6650,4315,2374,2,7,3,2,0,1,1
290.2,3650,3800,2044,912,1,6,3,2,0,1,0
292.5,3679,5000,1912,912,1,5,2,1,0,1,0
496.9,6251,7476,2714,1658,2,8,3,2,1,1,1
498.7,6273,6775,4026,2220,2,7,3,1,1,1,1
295,3711,6244,2040,960,1,5,2,1,0,1,0
518.5,6522,10400,3194,1874,2,8,3,1,1,1,2
275,3459,6080,2104,941,1,5,2,1,0,1,0
397.4,4999,5469,2145,1352,2,8,2,1,1,1,1
340.6,4284,4413,2415,1394,2,7,3,2,0,1,0
527.6,6637,10025,4344,2501,2,9,5,2,1,1,1
333.8,4199,3800,3248,1795,1.5,8,3,2,0,1,0
302.9,3810,3500,2020,1284,2,7,3,1,1,1,0
316.8,3985,5497,2283,1032,1,7,3,1,0,1,1
389.3,4897,6375,3220,1766,2.5,6,3,1,1,1,0
536.9,6754,10370,3376,1944,2,8,4,1,1,1,1
282.5,3553,3800,2002,912,1,5,2,1,0,1,0
346.3,4356,5500,3116,1291,1,6,3,1,1,1,1
510.2,6418,6480,3119,1729,2,7,3,1,1,1,0
564.5,7101,6222,3599,2024,2,6,3,2,1,1,0
379.1,4769,6157,2800,1620,2,6,3,1,0,1,1
433.4,5452,4063,2538,1489,2,7,3,2,0,1,0
405.6,5102,14130,3114,1701,1.5,7,4,2,0,1,0
713.1,8970,13113,6244,3176,2,12,6,2,1,1,1
453.1,5700,10119,3437,1900,2,9,5,1,0,1,0
343.9,4326,5469,2208,1350,2,6,3,1,0,1,0
288.3,3626,6237,2040,960,1,5,2,1,0,1,0
586.3,7375,8580,4256,2457,2,7,3,1,1,1,1
280.2,3524,3800,2288,1104,1,5,2,1,0,1,0
382.5,4811,5491,2838,1764,2,7,4,1,0,1,1
515.1,6479,8386,5178,2940,2,9,4,1,1,1,1
489.9,6162,6180,5181,2729,2,9,4,1,1,1,2
276.7,3480,3800,2202,1056,1,5,2,1,0,1,0
340.1,4278,6173,2116,1352,2,6,2,1,0,1,1
418.1,5259,7591,3064,1959,2.5,7,4,1,1,1,1
349,4390,4000,2700,1710,2,7,3,1,1,1,0
350.7,4411,5000,2448,1306,1.5,6,3,2,0,1,1
369.6,4649,5500,2749,1192,1,8,3,2,0,1,1
338.8,4262,5469,2602,1600,2,7,4,1,0,1,1
390.4,4911,5600,3322,1896,2,8,4,1,0,1,1
578.9,7282,7938,4042,2193,2,8,4,1,1,1,0
404.3,5086,6250,3898,2282,2,7,4,1,0,1,0
530,6667,8016,4402,2594,2,10,4,2,1,1,1
350.5,4409,4000,2504,1392,2,6,3,1,1,1,0
277.9,3495,3800,2210,1056,1,5,2,1,0,1,0
376.6,4737,5500,2980,1842,2,7,4,1,1,1,0
553.7,6965,5785,4270,2678,2.5,10,5,2,1,1,1
508.6,6398,6781,3969,2224,2,8,5,2,1,1,1
634.9,7987,10000,5110,3192,2,9,5,1,1,1,1
406.8,5117,7600,3404,1745,2,8,3,1,1,1,0
345.3,4343,6190,2400,1306,1.5,6,2,2,0,1,1
341.6,4297,5469,2172,1336,2,6,3,1,1,1,1
392.7,4940,6435,3410,2039,2,8,4,1,0,1,1
491.9,6188,6600,3690,2012,2,8,3,2,1,1,0
467.6,5882,4725,4476,2407,2,8,3,1,1,1,0
581.5,7315,9775,3373,2459,2,10,4,1,1,1,0
277.1,3485,4038,1776,864,1,5,2,1,0,1,1
351.9,4426,4381,2050,1025,1,7,3,2,0,1,1
383.8,4828,5710,3373,2057,2,7,4,1,1,1,0
341.8,4299,6531,2700,1260,1,6,3,1,1,1,1
471,5925,7128,3828,2412,2,9,4,1,1,1,1
388,4881,7890,2864,1523,1.5,6,2,1,0,1,0
399.6,5026,5500,3404,1578,1,7,3,2,1,1,1
309,3887,4250,2042,1040,1.5,6,3,1,0,1,0
476.6,5995,8135,3716,2144,2,8,5,1,1,1,1
256.9,3231,4037,1808,886,1,5,2,1,0,1,0
399.5,5025,5500,2674,1654,2,6,3,1,0,1,1
463.4,5829,7672,2880,1750,2,8,3,1,1,1,1
302.6,3806,3800,2328,1090,1,6,3,1,0,1,1
263.3,3312,3845,2184,1002,1,5,2,1,0,1,0
381.3,4796,5590,2678,1490,2,8,3,1,0,1,1
370.9,4665,5469,2602,1521,2,7,4,1,0,1,1
344.3,4331,4000,2754,1588,2,7,4,1,0,1,0
351.1,4416,6207,2384,1075,1,6,3,1,1,1,1
550.6,6926,7633,4959,2633,2,9,6,1,1,1,1
631,7937,6500,6459,3857,2,9,6,1,0,1,1
873,10982,19630,6565,3374,2,12,4,3,1,1,4
596.1,7498,8232,5574,2978,2,9,5,2,0,1,1
401,5044,5700,3327,1836,1.5,8,4,2,0,1,0
374.3,4708,7183,2675,1648,2,7,4,1,0,1,0
672.8,8463,8430,5338,2957,2,9,4,3,0,1,1
345.7,4348,2992,2553,1403,1.5,6,3,1,0,1,1
334.7,4210,4263,2550,1627,2,7,4,1,0,1,0
270.8,3406,3842,2228,1102,1,8,3,2,0,1,0
540.9,6804,5755,4565,2722,2,10,5,2,0,1,2
338.2,4254,4006,2863,1330,1,7,2,2,0,1,1
507.5,6384,5468,3780,2719,2,9,4,2,1,1,0
387.1,4869,5800,3298,1688,2,7,3,1,1,1,1
408.8,5142,5500,3240,1920,2,8,4,2,0,1,1
355.2,4468,5069,2304,1306,1.5,6,3,1,0,1,1
655.6,8247,8333,6020,3558,2.5,11,6,2,0,1,1
286.5,3604,3800,2168,1017,1,5,2,1,0,1,0
316.8,3985,5500,2248,985,1,5,2,1,0,1,1
339.3,4268,6089,1905,1225,2,6,3,1,1,1,1
718.2,9034,19180,6565,3564,2.5,11,4,2,2,1,0
385.6,4850,7156,2750,1616,2,6,3,1,0,1,0
501.1,6303,6750,4266,2309,2,9,4,3,1,1,2
762.5,9592,9401,6294,3495,2.5,8,4,2,1,1,1
536.5,6749,6323,3414,2108,2,7,4,2,0,1,1
691.1,8694,12880,4985,2833,2,8,5,2,1,1,1
691.3,8696,5750,6396,4188,2.5,10,4,3,0,1,3
525.5,6610,10988,3080,1920,2,6,3,2,1,1,1
348.1,4379,5500,3454,1568,1,6,3,1,0,1,1
326.3,4104,5469,2150,1300,2,6,3,1,0,1,1
332.5,4182,4500,1994,1061,1.5,8,2,1,1,1,1
354,4453,6000,2574,1201,1,9,4,1,0,1,1
368.9,4640,4951,2808,1474,1.5,6,3,2,0,1,1
642.7,8085,8415,6442,2843,2,11,6,2,1,1,1
319.6,4020,3800,2786,1550,1.5,8,3,2,0,1,0
392.3,4935,6228,3628,1836,1.5,6,3,1,0,1,1
307.1,3863,5373,2479,1068,1,6,3,1,0,1,1
318.6,4007,5500,2700,1075,1,6,3,1,0,1,1
346.4,4357,6082,1893,1225,2,8,3,1,1,1,1
289.2,3638,4275,2090,960,1,5,2,1,0,1,1
340.4,4282,5469,2131,1334,2,6,3,1,0,1,1
337.5,4245,5687,2550,1224,1.5,7,3,1,0,1,0
690,8680,12800,5460,3014,2,10,5,1,1,1,1
402.9,5068,7133,3120,1940,2,7,3,1,1,1,1
631,7937,6625,5429,2946,2,9,4,2,1,1,1
323.5,4069,3478,2791,1239,1,7,4,1,1,1,1
390.9,4917,6235,2738,1649,2,8,4,1,1,1,1
645.6,8121,9217,4958,2542,2,8,4,2,1,1,0
678.3,8533,11918,5501,3125,2,8,4,2,0,1,1
354.2,4455,5500,2581,1443,2,6,3,2,0,1,1
551.2,6934,9140,6053,3348,2,9,4,1,1,1,1
400,5032,3653,2489,1334,2,6,3,1,0,1,1
310.6,3907,5139,2324,1336,2,6,3,1,1,1,1
326.5,4107,3600,1864,1152,2,5,2,1,0,1,1
674.9,8490,9856,6730,3566,2,9,4,1,0,1,2
409.4,5150,6233,3456,1924,2,9,4,1,1,1,1
609.7,7670,9564,5219,2729,2,10,6,2,0,1,1
418.2,5260,8257,2682,1680,2,7,4,1,0,1,1
667.8,8400,9375,6076,3003,2,10,5,2,0,1,2
382.6,4813,4416,2760,1144,1,7,3,1,1,1,1
306,3849,3250,2160,1224,1.5,6,3,2,0,1,1
378.6,4762,6025,2408,1530,2,7,4,1,1,1,1
629.9,7924,11533,5934,3927,2.5,11,6,1,1,1,2
522.7,6575,6625,5072,2832,2,9,5,1,1,1,1
344,4327,5812,2924,1595,1.5,6,3,2,0,1,1
529.6,6662,6400,5337,2924,2,9,3,2,0,1,0
365.8,4601,5500,2944,1555,1.5,6,3,1,1,1,0
372.5,4686,7113,2352,1232,2,6,3,1,1,1,0
483.8,6086,6134,2608,1696,2,7,4,2,1,1,1
365.6,4599,7132,2496,1142,1,6,4,2,0,1,1
668.7,8412,20897,7175,3977,2,13,4,1,1,1,1
497.3,6256,11679,3555,2319,2,9,4,1,1,1,1
335.1,4215,4211,2688,1384,1.5,7,3,1,1,1,1
683.1,8593,12132,4243,2774,2.5,10,4,2,1,1,1
345.6,4347,4520,2353,1413,2,6,3,1,1,1,1
351.8,4425,6235,3354,1512,1,5,2,1,0,1,1
458.7,5770,7842,3714,2100,2,8,4,2,0,1,1
326.7,4109,3250,2564,1285,1.5,8,2,1,1,1,1
480.2,6040,5584,3946,1919,2,6,3,1,1,1,1
321.3,4041,3609,2232,1392,2,6,3,1,1,1,1
285.1,3586,3159,2084,934,1,6,3,1,0,1,0
410,5157,5000,3204,1696,2,7,4,1,1,1,1
353.2,4443,5950,2002,1274,2,6,3,1,1,1,1
355.1,4467,3882,2408,1440,2,6,3,2,0,1,1
642.7,8085,9375,5749,3224,2.5,11,6,2,1,1,1
354.9,4464,6375,2588,1210,1,7,4,1,0,1,1
346.5,4358,5500,2748,1306,1.5,6,2,2,0,1,1
357.2,4493,7105,3378,1383,1,6,3,2,0,1,1
476.2,5990,11637,2860,1798,2,7,4,2,1,1,1
389.3,4897,6235,2689,1584,2,7,3,1,0,1,1
435.4,5477,6709,4170,2648,2,10,5,1,1,1,1
422.7,5317,5568,3800,2158,2,8,3,1,1,1,1
302.7,3807,4140,2895,1295,1,7,3,1,0,1,1
331,4163,5000,2662,1488,2,6,3,1,0,1,0
520.6,6549,16616,4162,2144,2,9,4,1,1,1,1
285.2,3587,3060,2448,1123,1,6,2,1,0,1,1
331.3,4167,4793,2154,1380,2,6,3,1,0,1,0
459.9,5785,6375,4186,2235,2,9,5,1,1,1,1
351.2,4418,5943,2428,1518,2,7,3,1,1,1,1
394.5,4962,6178,2447,1560,2,7,4,1,1,1,1
474.9,5974,5000,4382,2440,2,9,4,1,1,1,1
364.2,4581,11168,2944,1664,2,7,3,1,1,1,0
385.6,4850,6000,2214,1470,2,8,4,1,1,1,1
356.6,4486,3609,2443,1446,2,6,3,1,0,1,1
339.9,4275,3610,2382,1454,2,7,3,1,1,1,1
271.3,3412,3376,1728,850,1,4,2,1,0,1,0
576.5,7252,9200,3969,2520,2,9,4,2,1,1,3
453.7,5707,6303,5270,2906,2,9,4,1,1,1,1
317.1,3989,4140,2900,1295,1,5,2,1,0,1,1
481.3,6054,8795,2767,1749,2,7,3,1,1,1,1
464.7,5845,7813,5175,2857,2,9,7,1,1,1,1
368.2,4631,7100,2630,1466,2,8,3,1,1,1,0
330.3,4155,4891,3344,1512,1,5,2,1,0,1,1
359.4,4521,5760,3183,1613,1.5,6,3,2,0,1,1
576.8,7256,37647,5488,2300,1,8,4,2,1,1,0
397.4,4999,9625,2516,1536,2,6,3,1,0,1,1
402.3,5060,6500,3940,2212,2,9,5,1,1,1,0
444.5,5591,9375,3566,2250,2.5,9,6,1,0,1,0
