"","Clothing.ID","Age","Review.Text","Recommended"
"5347",867,44,"Love the idea of this but it ran short and boxier than i would have liked. material is soft, cute design but not flattering. returning",0
"5348",974,40,"Just beautiful! the details and the colors are combined in such an usual and chic way. the fit is really comfortable too--i found that the jacket runs tts, maybe even a bit large, but i purchased my regular size so that i could wear layers. keep in mind, i have a rather large bust, so someone with a smaller one could probably size down. please note, there are no closures in the front of the jacket, but it looks almost closed when you're wearing it.",1
"5349",861,37,"I purchased this shirt with the purple colored flowers. while the cut is fine, the quality of the fabric is not great so the shirt is very see-through. will be returning it.",0
"5350",861,42,"Great shirt.  love the detail in back.  feminine and different than the average t",1
"5351",861,68,"Wish i'd noticed that the sleeve cuff and hem were 'cut' to look hippie-casual. i'm taking this back with great regret. it's soft and the prettiest pale lime-sherbet color; made for a cool summer look. i don't like 'tattered,' though - so back it goes. sigh. it's soft, true fit, and beautiful. i'd buy it in many colors and in the lovely lavender print if it wasn't for the 'cuts.'",1
"5352",861,46,"Nicer twist on the casual tshirt. soft, comfy. love the purple.",1
"5353",861,24,"This t-shirt is very casual, so it is perfect for everyday use. 

touch of textile is comfortable, so i feel relaxed whenever wearing this t-shirt. 

although stripe is a simple design, it does not limit your choise of fashion, so it can go with almost anything. 

just be aware that this t-shirt runs a little larger than the true size.",1
"5354",861,34,"I love florals and this top can be worn with jeans and also i have worn it for work. it's very comfortable and light.",1
"5355",1081,38,"This dress is happy! it is easy to wear and it is lined. it came in the mail super wrinkled tho. i went for the color more than the style and while the style is lovely, i fell in love with another retailer dress in the same color so i may return this.",1
"5356",937,33,"This shirt aesthetically is very pleasing. i love the overall design and colors. however, when i tried it on i was immediately itchy! the material is not soft like a cozy sweater ought to be. in addition, though i ordered a size medium, it fit very large - almost too oversized. the sleeves were extremely long on me and the overall body was too big. it's too bad, i really loved the look but i'm not the type to layer. if you are, go for it, but get a size smaller than you normally would!",0
"5357",1081,24,"This dress was overall cute, but you have to have an olive/darker complexion or a nice tan to really pull it off because it is such a pale pink. i'm very fare, but normally can do light punks, but this one just clashed. it does run pretty true to size. if you're on the edge between a smaller or bigger size, i recommend the smaller size however. hope this helps y'all!",1
"5358",1083,52,"This is the perfect holiday dress. my best purchase of the season!",1
"5359",877,44,"I found this in store last weekend and thought it was it perfect. i got the size small which had plenty of space for me, usually a 4-6 or small (34a-28-26).

it's long, i found it to be just below knee length (5'6"").

if you zoom in, you can see some detail work along the front edges which complements the pretty openwork in back.

it has pockets too btw :)

this will be worn over everything this summer, let's hope the poly/rayon/spandex blend washes ok!",1
"5360",1081,34,"I've been looking for a cozy sweater dress for a while because everything always seems to be so form fitting. i'm between an xs and a small and i got the small for this and it's just a little roomy so it's perfect. fabric is pretty thin so it drapes well and it won't be too warm.",1
"5361",1083,21,"I love this dress because it is amazingly feminine and easy to wear. i put this dress on and immediately felt elegant, sophisticated, and flirty all at the same time. a few tailoring uniquenesses i want to mention; stretchy, form fitting, sexy sheer upper and front back panel, you can wear a bra and not see it thru the sheer front and back portions of the dress, the waist is exactly tailored to show off back side. it is true to size.",1
"5362",861,49,"I love this tee, i bought it in white and the bright salmon pink and wished i could have bought it in all the colors. the v-neck is low enough to show just a hint of cleavage without being too revealing. the rough edge of the hem is a nice touch. i like the double-v neck in the back as well as front; it adds a little interest to the back and is not too low. the label is sewn on with red thread which shows up on the white color in back but in a nice way. overall the length and cut are just ideal.",1
"5363",974,49,"When i saw this jacket in store, i fell in love with it. the colors with the quilting and gold studs are gorgeous. i am 5'3"" 130# 36dd with petite frame. i tried a m on in store and the sleeves were super long and wide. the s was too small across chest and hung open oddly. the jacket is a nice heavy weight and great quality. i ordered a petite m and it was no better. i literally looked like a big marshmallow...a linebacker! the sleeves were so unflattering where it looked like i was wearing pvc",0
"5364",1081,30,"Just a warning, the yoke on this dress has sequins underneath. i'm not a sparkle kinda gal, so as soon as i saw that, the dress went right back in the package and will be going back to the store. i wish that had been described or more evident in the pictures, to me, it cheapens the whole dress, which would otherwise be adorable.",0
"5365",861,28,"I like this shirt and think its very feminine.",1
"5366",861,23,"I am wearing a medium in the photos, my measurements are 38-30-40 for reference.",1
"5367",861,34,"This top is true to size, although i am a little nervous about washing it... hopefully it won't shrink. it is super think so great for hot days but because it's so thin, i'll be careful. i have white and am def. going to get more colors. i am 5'8'' 128lbs and purchased a small. i think medium might cut to low in the v, but haven't tried it yet, let's just say if it shrinks after washing i will get a medium...",1
"5368",1081,35,"I knew there was a problem when my dress arrived and the small fit perfectly when i was 9 months pregnant...i even bought a small even though i normally wear medium
i bought it for family pictures once my daughter was born but it made me look like i was still pregnant even though i had already lost all the baby weight in 3 weeks.
it is a beautiful dress though and may try to get it altered to see if that works",1
"5369",861,61,"Very soft and lovely t-shirt. beautiful flowered print and cute detail on neck. i am 140 lbs and 5' 4"" and got a large.",1
"5370",861,69,"I love this t-shirt because it has the combination of elegance and relazation to a ""t"".

it's soft, pretty and covers my wide bottom well.",1
"5371",861,49,"I bought this top in 2 colors -- white and light green. i really like them both. the shirt is a nice weight and texture and the soft green color is really nice. the fit is true to size. i am 5'-6"" and 145 lbs. and the medium was perfect. i like how the back dips in a slight v as well.",1
"5372",1080,45,"Absolutely gorgeous.  i never have been a yellow person but today i am converted.  all the colors are vibrant and true to the photo. i'm 5'6 and the length is perfect for flat sandals and my wedges, so i can dress it up or be stunningly casual.  i range from 14-16/ l-xl in retailer dresses.  the size is dictated by my broad shoulders. since this one is sleeveless i went with the large and it's perfect.  the nude slip has clasps to keep the straps in place and its adjustable. the slip is als",1
"5373",861,44,"I bought this top about 3 weeks ago& love it! i like it because it's better than a plain t-shirt so it's perfect for running around doing errands or shopping. i like the material and the length, i'm 5'8"" and sometimes i feel like shirts are to short. i wash it and hang it to dry, no shrinking or pilling so far! i am ordering this in at least two more colors!",1
"5374",861,60,"I think 56 reviews says it all! basic tee with a little tailoring on upper back in a variety of colors. i purchased the purple floral tee in my local store and it is prettier in person than on the website. much more vibrant in color. it is tts.",1
"5375",1081,38,"Will be cute in the summer months and with a pair of sweater tights will work for holiday parties. doesn't seem to come in a petite which is a bummer so i sized down.
.",1
"5376",831,64,"Ordered this top in navy with white irregular dots since it was not available in smaller sizes in the store. i took a chance and ordered an xs and the size and fit are perfect! love the scalloped edge, small side slits and the crocheted detail on the top. great addition to my florida wardrobe!",1
"5377",861,32,"Tts and comfortable. this t shirt brings flair to everyday wear and i purchased on sale for a steal!",1
"5378",974,43,"This jacket looks like such the statement piece online with the soft focus lens, but in reality...meh. i think the pattern is gorgeous and would have worked without the studs. and the studs are unique and would have worked on a simple solid color. but put them together and you have the unwanted love child of a laura ashley bag and a marching band jacket. to me, it all felt more cloying than clever.



the quilted fabric and boxy cut of the jacket also makes it unwieldy and uncomfortable. since i",0
"5379",861,56,"I usually wear a small or a medium in tee shirts, and i had to get a medium so that it fit comfortable throughout the shoulder area.",1
"5380",1080,70,"Gorgeous with that retailer uniqueness.



unfortunately this shade of yellow just wasn't right for me.



but it is a beautiful dress",1
"5381",937,40,"Couldn't wait for this sweater to arrive. i love oversized sweaters for the fall! unfortunately this sweater is extremely itchy that it has to be returned :(",0
"5382",1081,42,"I purchased this dress in pink. it is absolutely beautiful. the shimmery detail around the neck is gorgeous! it is so flattering and looks amazing with boots or sandals! this dress will not disappoint!!",1
"5383",1081,61,"Beautiful dress. the color in person in a rich golden sun, not too flashy. a very warm hue, it will compliment every skin tone. it is more fitted than most peasant dresses. not as much flowing material, very flattering. the slight beading on the yoke makes it a standout. very well made, with a nice cotton lining. i am usually a size six in a dress, and the small fit beautifully, even with my large top. it is a stunner, that can be worn with boots or sandals. you will receive a lot of compliments",1
"5384",861,41,"I got this in light green and it's a gorgeous color. first tried a small, but it was a little too wide and long. exchanged for xs, looks great. now i just hope it doesn't shrink too much!",1
"5385",1081,39,"I love this dress! would like to see one.september make it in sky like their meda lace top. runs a little big. i normally wear a l but the m fit perfectly.",1
"5386",861,43,"I tried this shirt in the purple motif, it fit true to size, my normal small worked well. all was good on the front turned around to admire the slight detail of the neckline in the back and all i could see with the red thread the designer used to sew their tag in. really? on a white shirt? it annoyed me so much i didn't buy the shirt.",0
"5387",1080,33,"I've had a lot of misses from retailer lately. i've loved this dress since i first saw it in the spring/summer releases and gave it a try when it went on sale. when it arrived i literally lol. it's an ill fitting nightgown. the size small was a tent on me and it's so flimsy and sheer it probably shouldn't be worn in public. there's a short sheer slip that comes with it but unfortunately doesn't do much. pass, ladies.",0
"5388",831,40,"Cute but classy top because of the embroidery at the bottom!",1
"5389",861,39,"I'm dying for this skirt in the picture. where is it??",1
"5390",861,32,"I bought one of these tees and i washed it a few times and luckily no holes yet like other reviews have stated. i just got a 2nd tee as they are quite comfy. i bought these both in-store but the petite size might have been better for my frame. i wish retailer would look into having petite sizes available in store and not just online. sometimes i do get lucky on finding petite sizes in-store, but it's usually from a return.",1
"5391",877,51,"This duster is a nice light weight dark navy that you can throw on to add a little something to a your outfit without adding bulk or warmth. looks nice over dress, jeans, crops. just a fun little item to have in you closet that you can grab to put a little twist to an outfit. best part of the duster....it has pockets!! i love being able to slide my iphone into a pocket while on the go!",1
"5392",861,34,"I have been looking for a nice white top to go with many of my skirts for summer, and this is not it. like others, it's just so thin and sheer. i live in the south. i don't need my bra showing and i was wearing a nude bra when i tried this on and you can see everything. this is fine to layer in cooler temps, but now in our horrible summers where that's the last thing i wish to do.



- the only plus i can tell you is it's tts and the fabric is so comfortable and feels great on the skin. however,",0
"5393",974,33,"I love the look and design of this piece but the fit is awkward. the m gapes open and is much boxier than it looks on the model but the s is too tight in the elbows. i think i might have to return it :(",1
"5394",831,33,"I got this shirt in black, and it's perfect for the office. i ordered a medium, which i thought was a little on the larger side. well made, the details make it an interesting top.",1
"5395",1080,34,"This dress is beautiful and flowy but flattering. the colors are vibrant. the slip is tighter than the dress but i don't mind. it is a half slip and the bottom is sheer. i'm normally a 10/12 in dress and the 12 fit well. the length was good for my 5'9 height.",1
"5396",861,35,"When i walked into the store, this tee instantly caught my eye. it's light weight, not too low cut and longer in the back. great with jeans, skirts or shorts.",1
"5397",974,67,"This jacket is well made and the fit is perfect. it is quilted and will work well three seasons of the year. it goes with jeans, cords and flannel, and would work with skirts and dresses. colors are a bit more muted and darker than my display shows, but only slightly. studs and black trim really punch up the look of this jacket. i am very pleased with it!",1
"5398",1083,41,"Was looking for the perfect birthday dress....and i found it! gorgeous! i generally wear a size 0 or 2 but opted for a size 4 to give some wiggle room and it still fit me like a glove.",1
"5399",867,52,"Got the mustard and grey. very cute. looking forward to wearing it",1
"5400",1080,41,"I purchased this for a late summer wedding that i was invited to last minute and i can't wait to wear it! i got it on sale with an additional percentage off and for the price it is a steal. like all of tracy reese designs it is so cute and feminine. it runs just a tad bit on the larger side so the medium fit my size 10 figure perfectly (i tried on the large and it was too big and too long for me). the medium length was perfect for my height (5""6).",1
"5401",1080,38,"Just received this dress in the mail and i'm in love.  it's beautiful and fits so well.  i was a little hesitant ordering a yellow dress but i'm so happy that i did.  ??",1
"5402",861,28,"I tried both the xs and s in the store. i am usually an xs, but ended up buying the s, because the xs was really short and i didn't want it to be any shorter after washing. the s fit more like a normal t-shirt, although the back is longer. love the color (blue) and the fabric is super soft. also happy that it's not too thin, nor see-through.",1
"5403",861,54,"I have bought several tees by t.la and this one is really cute. i bought it in the blue stripe size xs. it runs slightly larger than most in that size, but it will probably shrink a little. it's not overly baggy, just comfy fit. i like the colors in this top and will wear it often with shorts or jeans. the fabric is thin so i'm not sure how long it will last, but until then it will be a keeper in my closet!",1
"5404",974,33,"This jacket is extremely good quality, has gorgeous detailing and is warm! quilting makes it thicker than expected, but plan to wear as both a blazer and fall jacket. highly recommend.",1
"5405",861,42,"Ok ladies....you need to know that this type of fabric is the one that will get holes (i bought the white one). it is super thin and lovely, but i was only able to get two wears out of it. i did wash it and it maintained it's size because i restretched it while wet then hung to dry. i was super disappointed about the wear but appreciated being able to return it without question at my local retailer.",0
"5406",937,63,"I tend to like grey, black simple clothes with a splash here and there for everyday. this will be perfect in the fall/winter. it is wool, so be prepared for the felted wool feel, but it is casual comfortable. i am 5' 4"" and boxy. the medium is still roomie on me but that is how i like it.",1
"5407",861,46,"The shirt was soft and very flattering on. got multiple compliments.",1
"5408",1059,38,"I noticed a xxs p at the store. i thought they would never fit me since i am an xs, but i decided to try for fun and to my surprise they fit perfectly. i love it! very stylish and flattering.",1
"5409",861,33,"Great basic but with a little something special to it. great t all around!",1
"5410",974,57,"The jacket is cute, it runs small but looks good. i like it even though it feels tight on my arms.",1
"5411",155,45,"These tights are exactly what i was looking for! they are a great weight for the winter months and can be worn out/dressed up or for lounging around at the house. they are a nice weight and durable construction. i plan to pair them with skirts, tunics and dresses. they are super cute with ankle boots.",1
"5412",705,20,"This romper is absolutely gorgeous. the embroidery is detailed and lovely and the fit is feminine and flattering. it's super versatile and easy to dress up or dress down depending where you want to wear it. i'm in love! 

it is a little on the sheer side, though, and i chose to wear a tank top underneath for more coverage, but this was an easy fix. it was a reasonable trade off to wear a camisole under in exchange for the lightweight and flowy material. totally obsessed.",1
"5413",155,35,"These are perfect with a long tunic for the weekend to run errands! they are not tights-like in the sense that there's full coverage across your bum -- no accidental flashing of anyone. they're not itchy either. i bought these in brown, and want to buy the rest of the colors available!",1
"5414",1089,42,"Beautiful dress; however, the top was small for my chest and the rest ran large.",1
"5415",1081,42,"I had seen this online a few times and while it caught my eye because of the color, i never really bothered to check out the details due to the stock photo. it looks quite bland as it doesn't really flatter the model. however, once i saw this dress in-store, i was drawn to it immediately. the dress is well made, the embroidery is delicate and beautiful with interesting design features. i love the combination of the summer dress with a collar. it makes this dress so work appropriate as well as it",1
"5416",155,31,"Ordered these to wear around the house more as leggings and they did the trick. love the color and the fact that they are warm without being too thick.",1
"5417",155,32,"Given that tunics and thigh-length dresses are the hot new thing this season, i kept finding that my black-only-tights collection wasn't going to fly with my cute new tops and boots. so i searched far and wide for different colored tights that didn't look cheap or inauthentic in color, and found these. i bought them in blue, gray, and brown and i have worn them with so many different pieces! they look more ""rustic"" than the average tight, almost like they are leggings, not tights. they are a lit",1
"5418",1081,46,"I was a little hesitant to order this dress due to the cotton/polyester blend...not generally a fan of poly for summer. it is high quality though, very soft, lightweight and lays beautifully. it's not see through either, which seems like a rare find in clothing lately. the embroidery is very well done too, and i think it adds just the right touch of feminine, while not being overly ""precious"". it does run small by a whole size, which i've found to be typical of eva franco dresses. i am usually a",1
"5419",155,40,"I wear tights all winter. it's difficult to find cute, fashionable tights that aren't ""heavy"" and have quality fabrics that will last through an entire season. these fit great, don't roll or bunch, don't shrink, have great feeling fabric and aren't super thick... but not see thru! love these and plan on purchasing in all of the colors!",1
"5420",705,42,"This romper was cute and short but not too short. the fabric is soft and elegant.",1
"5421",940,36,"I love the design of this sweater and ordered it online, but was disappointed with the quality of the yarn when it arrived. also the color was a little different than i expected from the photo, still a type of ivory, but a little yellow-y. the sweater was solid looking, but the yarn seemed a bit cheap and i'm not sure how well it would have worn over time. flattering cut. i liked how it fit, but for the price and fabric, i decided to return it. unfortunate to lose money on shipping.",0
"5422",155,52,"I have the blue and gray and love the look and feel. however, the gray within days ripped at the seam and other areas.",1
"5423",155,53,"Just received first pair in brown...love them and ordered two more! these tights actually stay up and you don't have to keep pulling on them throughout the day. super comfortable and perfect weight, not too thick and not too thin. they will run, so be careful when washing or putting them on.",1
"5424",940,25,"I loved the look of this sweater, but the workmanship was surprisingly poor. there were missed stitches, and loose threads throughout, and even a tag sewn to the outside. retailer was great about the return. i really wanted to keep it and was very disappointed.",0
"5425",155,43,"These tights are awesome! i bought three pairs. they give a nice casual look to some of my multi-season dresses.",1
"5426",155,36,"These tights are comfortable and the material is great. i bought the gray and holly color and the colors are as shown online. similar to most nylon tights they snag easily. definitely not a legging and similar to other reviewers these won't keep you warm in the winter.",1
"5427",940,37,"I love this sweater. it's warm, comfortable, and soft. nice quality too.",1
"5428",1089,50,"This dress looked so cute on the model, but unfortunately not so much on me. it appeared so much more fitted in the picture than it actually is. i ordered the xs and it is huge on me. definitely a tunic/swing style, rather than streamlined. my husband said it looked frumpy on me. it is also longer than it appears on the modei. for reference i am 5' 4""

i wish this would have worked, but i need something more fitted for my body type. if you are looking for an unfitted tunic style, this could be s",1
"5429",155,22,"Perfect substitute for leggings to wear with a long shirt skirts or shorts. and are thick enough to keep you warm and aren't as thin as some tights normally are.",1
"5430",705,34,"This romper is so dang cute. i normally wear a m/l or 10/12. i took a medium in this though either size would probably have worked depending how loose you like it. it's not too sheer and the shorts aren't too short (i'm 5'9). my only complaint is the front toe came off on one side as i was trying it on, an easy fix but still it should come off that easy.",1
"5431",705,36,"Love this romper! very impressed that even though the material is ivory colour, it's not sheer and undergarments won't show through. a forgiving fit for everyone",1
"5432",155,40,"These tights are light but at the same time super cozy. definitely cut and sewn as tights and not meant to be worn as leggings -- they're really sheer around your rump. i've worn them around the house with oversized t-shirts and long sweaters. would only wear out of the house with a dress or serious coverage, despite what i thought when i bought them. i wish they were available in a few more colors. worth the sale price.",1
"5433",155,30,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",1
"5434",155,52,"The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.",0
"5435",35,52,"I am so happy with this chemise! the pink is the most breathtaking blush and the fabric is super soft. i like that the straps are adjustable, allowing me to make the bodice a perfect fit while adjusting the gown to the perfect length for me. it's definitely my new favorite!",1
"5436",1099,33,"I was very excited to receive this dress. i ordered my normal size small, which i should have realized was a mistake. you could fit two of me in that size small. i realize the dress is supposed to be ""flowy"" but it would have been baggy on me at nine months pregnant. the fabric is soft and comfy and the pattern is cute, but order at least one size down. i'm going to exchange for the xs in hopes of it not resembling a short muumuu.",1
"5437",1078,32,"This dress has a great design for any frame. it looks great with a belt to accentuate the waist but the dress stands great alone and doesn't require a lot of styling.",1
"5438",944,41,"Such a pretty little sweater, gorgeous detail. i wish it were a bit longer, it was too boxy for my large chest. otherwise it fits tts. i wanted to lie inside of it and take a nap. so comfortable. please make more sweaters in this knit!",1
"5439",1099,39,"And flattering! i love the feel of the dress, it is flowy, loose but still flattering. i can't wait to wear it with boots. i could go with flats for summer, too, if i wanted to. i have had this dress in my wish list, then i deleted it, but it was in the store as a return in xxs p so i thought, why not! i shouldn't have really, coz now i have to get it... and i did.



colors are actually great, i don't know why people have issues ""matching"" - black or navy are equally neutral in my books...



f",1
"5440",1099,43,"This dress is perfect for wearing in autumn (and beyond)! it will look great with casual flats or sneakers while it's still warm outside and it will be very stylish and cozy with a denim jacket and boots when it's cooler outside. it runs large in the skirted portion of the dress, like last season's similar floral dresses by this brand. the dress is a medium weight rayon and is not lined; some people might want to wear a slip or half slip or wear leggings with this dress for modesty. as for the c",1
"5441",1099,50,"This dress is cute and comfortable. big but not too big, skimming. i usually wear a 12 pant and bought a medium and it is great. i am on the taller side and the length was great too.",1
"5442",1099,56,"I love this dress! it's super comfortable--soft fabric and doesn't bind anywhere--yet somehow it's still feminine and sexy. i get compliments on it wherever i go! also, it works all year-round (in winter it can be easily paired with boots, tights, a long-sleeved black t-shirt, etc.).",1
"5443",1115,41,"Well made & lined. great find for the fall!",1
"5444",1099,23,"I am short (5'3'"") and have a short torso so the empire waist line was really flattering. i got the petite size small and it fell just above my knee. loose skirt portion led to an easy look to the dress. overall, super cute!",1
"5445",878,36,"This is such a unique design and i love the colors. i could be a small or x-small and chose the x-small, fits perfectly.",1
"5446",1099,35,"The fit is really flattering and cute but the fabric and finishings seem really cheap. it's a printed plaid - not woven.",0
"5447",1020,47,"Really cute, really comfy, great color, love the oversize buttons! all around just a great skirt. nice shade that goes right into fall. i have several of this style skirt and love them all!",1
"5448",878,49,"Comfortable, stretchy fabric. i ordered the xs and will probably take the sides in at least a couple of inches for a snugger fit...the fit is looser than it looks on the model.",1
"5449",828,64,"This really is a lovely shirt . i like the long length of the sleeves as sleeves are often too short on me to wear cuffed at the wrist. i now have the option of long or rolled up sleeves. the fabric is the perfect weight for indoors. it is definitely a keeper.",1
"5450",828,29,"This is a basic that i've been looking for for ages. i've never found such a flattering plain white button down shirt before -- everything is either not basic enough, unflattering shape, too masculine, too boring, too wrinkly, or too hard to take care of. this shirt is perfect. it is shaped to flatter, but doesn't have any finicky details. this is just a wardrobe staple, plain and simple. it is going to work hard for me, year round. i have other cloth & stone tops, and have loved them all. their",1
"5451",35,29,"Bought this for a vacation to mexico with my boyfriend. super flattering and soft. big thumbs up!",1
"5452",828,56,"I'm normally a size small, but the store only had a large. i tried it on and it still fits great as an oversized button down for a threw-on-my-boyfriends-shirt kind of look. i wear it tied in a knot with leggings.

the shirt is so so so soft and high in quality.",1
"5453",1099,46,"This is a cute dress, but it runs very large through. if i had decided to keep it, i would have taken it to my seamstress to remove some of the volume. when i ordered, i assumed it was red and black checked, but it is navy. my black cropped leather jacket and boots won't work with those colors, so it is going back.",1
"5454",1099,57,"I thought this would be a great dress for late summer early fall and i was right. it's light and flowy but the colors are darker. it's very cute and i can't wait to wear it with nice boots like in the picture.",1
"5455",878,56,"Wore for the 4th with white jeans super cute love the ruffle",1
"5456",818,31,"Really love this top even more than i expected based on the picture. i have already worn it 6 times in a short period of time. it's been a great fall top",1
"5457",1099,43,"This is a fantastic dress. it's very flowy, comfortable, stylish, and it has pockets!!! whoop! whoop! i have a larger bust (34d) and even though it's button down, the openings in between don't peak open to show your bra. it is navy and red, but i think you could wear black boots with it, no problem. this is my new favorite dress and i'm very happy with my purchase. buy it!!",1
"5458",818,29,"I actually found this blouse to be quite nice. i'm not sure that i'd wear it as a tunic, though. it looks great tucked in and the print is fun but nothing exhilarating. for the price, i expected more.",1
"5459",818,46,"I disagree with a previous review saying that this top is unflattering and boxy. i bought this top and it actually looks just like the image in the photo online. i received a lot of compliments when i wore it. i wore it with black skinny jeans, black tall boots and a short sleeve cardigan which i used as a jacket, and did not keep on the entire night. i think the shirt even looks good without being tucked in. :) i really love it. maybe just wish i could button the top from time to time to change",1
"5460",828,53,"This shirt can look very elegant thanks to the nice duffs and hidden button line. the material is pleasantly substancial and very soft. the only thing i did not like is that the bottom button broke it two pieces the tirst tme i buttoned it. no spare buttons included, but as the buttons are not visible i think i can find a similar one to replace it. not big enough of an issue to return,",1
"5461",1078,30,"No, no, no...i don't know if it was the way it got flattened out in the packaging, or what, but it sticks out like a tent from the hips down. i'm 5'7"", about 145, 32c, usually wear a 6 or 8 in dresses. this thing barely buttoned over my bust, and then flares out to a tent-like triangular shape at the bottom. i don't think it would come out by washing and ironing it; i'm afraid it was just cut poorly. i looked like a sad prisoner in stripes, unfortunately. i bought three different dresses in the",0
"5462",828,34,"Absolutely perfect staple top to have in your wardrobe. fits very nicely. not see through at all. highly recommend this top.",1
"5463",35,24,"I love this gown so much. i have two of them! the gray and pink. they are really soft and comfortable. i sleep in them all of the time.",1
"5464",828,34,"I'm 5'3"" and 120 lbs. i ordered a m and it was far too boxy and long in the arms as well as the back. the collar is small and lays flat. the material is good quality and soft but heavier than i had hoped.",1
"5465",1099,35,"First, i'm an 8/10 and tried the s and m. i could've worn either but the m looked too large in my opinion. i kept the small. the color- i think you could wear black or navy as the navy is very very dark. the only con- the sleeves. they stick right out to the sides and don't lay down as much as the online photo. it definitely looks best with a cardigan or jacket over it. material is super light.",1
"5466",861,45,"I got the black in size small. i love this easy, breezy and comfy t. i love that it's different and can wear with anything. the shirt is more flowy vs fitted which i like. i wish they had more colors! i could see myself wearing this shirt a lot this summer. 



i'm a size 2 and bought a small.",1
"5467",831,33,"This top is a great neutral layering piece with some nice visual interest. the black-and-white pattern and tie-neck style will add a little something to a cardigan or blazer. the neck can also be tied multiple ways. it's definitely appropriate for work and i found it tts. i normally wear a 10/m, and took an m in this top.",1
"5468",830,35,"I just got this top in the mail and love love love it! i thought it was on the pricey side for a shirt, but couldn't help but purchase it full price because i love anything pineapple print! the metallic print is cute and chic from day to night. i also love the open shoulders, making this design different and perfect for summer. i'm only sorry that i didn't see this top online until i already returned from my vacation in maui! very comfortable and easy, worth the price!",1
"5469",993,75,"This skirt has a unique, fun pattern and a fit that is absolutely perfect. just figure flattering without being too tight or revealing. can't wait to wear it for a holiday dinner.",1
"5470",993,33,"I'm in love with this skirt! i already have so many outfits planned out! i do feel it runs slight large, maybe half a size?? i'm 5'6"", 135 lbs, and usually wear a 6. i ordered a small, and it's fairly loose, but i like that personally. if you want a tighter pencil look, then size down.",1
"5471",993,47,"I love this skirt. it is stylish and very comfortable. ladies, don't be afraid of wearing a pattern on the bottom. it is flattering and slimming. i wear it with a black wrap sweater or black cotton casual jacket.",1
"5472",1078,40,"I love the pattern of the red/orange dress. i bought this online for easter. i'm bummed. i felt frumpy. the dress fit. i'm 5'5"" athletic build and i bought the xs. it is just not flattering on my frame. i looked like i had big hips, the waist band was not creating a waist for me and i need that... i wanted to keep it but sadly i will be returning it. my husband agreed i should return it.",0
"5473",1078,39,"I ordered both colors and my usual size (in eptites) and one size smaller... definitely true to size as in not smaller size. 



i am 5'1.5"" and the best size was xs petite. 



i ordered both colors and msut say they are both gorgeous, so can't go wrng there, as long as it goes with your skin tone, for me the red was better, but i did love hte neutral color as well.



comes with a lining #bude color#.

wasit is elasticized, and comfortable, love the sleeves, this is light enough for spring and",1
"5474",831,38,"Wish i had snagged both styles of this shirt before they sold out. this is a very cute, work appropriate top - good weight and quality to the shirt. i wear a lot of black and white at work (so sick of gray..why are all business clothes gray?) and this top will be added into my regular rotation.",1
"5475",1078,43,"I debated for awhile about getting this dress. being tall i was worried that it would be really short on me, so i ended up ordering it in a large (i'm 5'10"" a size 10/12.) it definitely has a blousey look to it which i like. i kind of wish i had ordered it in a medium as well, but i think the large will work just fine. the length is good (hits right above my knee), the elastic waistband is nice because i can pull it up around my natural waist or pull it down for more of a drop waist effect. as o",1
"5476",1078,46,"I am 5'9"" and 138 pounds slender, but with a tummy. the small fit great ,and i agree with the other reviewer that the elastic waist band is complimentary. the dress flounces out a little, but in a cute way, and it's not too short compared to so many other baby doll dresses out there now. i didn't think it looked that great on the hanger, but when i tried it on it looked so much better than i expected. got the brown. thank you to the other reviewers for the bootie, boot, moto jacket transition to",1
"5477",1030,53,"I ordered these jeans twice because i love them. the first pair were mis-marked by about 4 sizes so i re-ordered. second pair still didn't fit, they run really small, i would probably need one maybe two sizes larger than normal to achieve the fit and feel of the other skinny jeans in my closet:(",0
"5478",902,46,"Very cute but true it's very sheer. good with a simple nude tube underneath to avoid bra straps showing. i got in both colors. great with slim pants or jeans. may need to order up a size if long torso like me. the small was a bit short.",1
"5479",410,34,"I'm a b-cup who hates traditional underwire bras, so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras, the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck, or do a cute off-the-shoulder thing with your shirt, the top of the cup shows. bummer!",0
"5480",1078,41,"I was excited to receive this dress because it seemed like a beautiful, breezy dress for summer. unfortunately i didn't find the fit to be very flattering. as two other reviewers mentioned there is too much fabric creating an odd bunching especially at the back waistline. i also found the dress to be a little tight across the bustline, upper arms and shoulders. the bunching can be improved by pulling the fabric of the dress forward in the front but this creates more of a plunging neckline than i",0
"5481",993,66,"Retailer has the greatest pencil skirts. i usually get 1 every year. the pattern on this one makes it very eye catching with blue birds on green or tan background and black and white flowers in a tree pattern. so it is versatile to wear with many colored tops.
i bought a large because they didn't have medium in the store. it is a bit loose in the waist but comfortable . the rest fits nice and slim. i am usually an 8-10 in jeans.",1
